EmpID,ProjectID,DateFrom,DateTo
106,106,2014-03-15,2014-06-03
101,109,2013-12-23,2014-06-08
102,102,2011-09-09,2012-02-29
104,107,2016-08-16,2017-03-15
103,106,2016-01-19,2016-06-29
104,103,2023-05-02,2023-10-27
107,103,2021-09-24,2022-04-16
101,104,2012-07-02,2013-02-08
103,104,2022-10-29,2023-04-15
107,109,2014-09-29,2015-02-12
102,108,2014-03-10,2014-07-18
109,103,2016-04-24,2016-09-27
102,109,2019-02-05,2019-07-07
109,102,2017-03-01,2017-07-11
102,106,2013-04-09,2013-09-10
106,105,2014-11-26,2015-05-27
102,109,2015-12-04,2016-03-20
101,106,2019-07-01,2019-12-14
102,107,2020-07-07,2020-12-26
103,105,2014-10-04,2015-02-14
106,107,2019-02-28,2019-07-31
107,108,2016-12-01,2017-05-20
102,108,2010-07-06,2010-12-06
109,104,2010-02-16,2010-08-05
110,104,2019-11-25,2020-05-09
103,110,2020-08-02,2020-12-14
103,109,2013-11-08,2014-06-04
102,102,2022-01-23,2022-07-23
105,110,2012-12-29,2013-07-17
108,107,2018-12-10,2019-05-17
103,104,2023-09-12,2024-02-12
106,104,2016-12-01,2017-06-10
102,110,2017-10-14,2018-03-21
108,110,2023-12-02,2024-06-26
105,104,2014-11-07,2015-06-10
103,103,2015-08-27,2016-02-14
105,101,2021-05-26,2021-10-18
103,110,2019-10-12,2020-03-02
104,108,2014-09-11,2015-03-13
103,106,2019-09-30,2020-02-20
101,107,2012-03-31,2012-08-27
101,109,2014-12-17,2015-05-16
105,107,2021-01-26,2021-07-04
110,104,2017-02-21,2017-09-06
101,108,2017-11-02,2018-04-21
105,103,2015-03-04,2015-08-04
106,102,2016-08-03,2017-01-23
107,104,2010-02-19,2010-06-16
104,107,2019-05-17,2019-10-14
105,104,2013-10-15,2014-03-26
103,102,2015-08-25,2016-02-03
108,101,2017-07-29,2018-01-09
101,110,2012-03-15,2012-08-29
109,103,2015-02-23,2015-07-07
103,108,2011-08-06,2012-01-30
110,109,2011-05-12,2011-09-17
101,103,2022-05-08,2022-11-01
107,109,2023-05-29,2023-10-18
110,104,2022-06-13,2022-12-16
104,107,2011-11-27,2012-06-08
101,107,2012-11-06,2013-03-25
106,109,2016-10-03,2017-04-22
103,101,2019-09-19,2020-04-26
107,101,2015-08-18,2015-11-11
104,108,2019-01-09,2019-06-24
103,103,2013-05-30,2013-12-11
101,105,2019-04-26,2019-11-07
101,110,2021-10-24,2022-03-30
106,109,2014-04-01,2014-08-27
105,104,2019-03-07,2019-09-01
103,104,2011-02-13,2011-09-08
103,105,2018-05-18,2018-10-21
108,101,2021-05-27,2021-11-12
107,108,2013-06-05,2013-11-03
105,104,2013-08-09,2014-01-07
109,103,2014-05-08,2014-10-10
105,110,2017-11-20,2018-05-14
104,110,2011-04-12,2011-11-05
105,108,2019-07-04,2019-11-02
109,101,2019-11-05,2020-06-15
105,104,2011-09-10,2012-02-16
106,108,2020-07-25,2021-01-09
102,107,2017-07-18,2018-02-03
108,110,2019-02-26,2019-08-27
104,109,2019-10-06,2020-03-08
102,109,2020-01-05,2020-07-17
103,103,2010-11-06,2011-04-14
110,107,2013-04-14,2013-09-21
106,106,2016-04-06,2016-11-02
102,107,2023-04-03,2023-09-01
103,103,2020-10-05,2021-04-15
104,102,2019-06-26,2019-11-25
106,101,2011-01-08,2011-07-20
101,103,2013-04-07,2013-09-18
107,105,2014-01-10,2014-07-22
110,106,2023-02-27,2023-07-13
110,101,2020-05-16,2020-11-17
103,104,2023-08-03,2024-01-06
106,105,2016-08-15,2016-12-15
104,106,2013-07-02,2013-11-17
110,108,2018-08-20,2019-03-25
104,105,2015-05-08,2015-10-14
106,105,2022-08-16,2022-12-24
103,109,2012-09-14,2013-01-03
106,110,2020-05-11,2020-10-07
106,109,2021-03-23,2021-08-23
102,101,2021-12-11,2022-06-20
107,109,2021-03-15,2021-09-01
105,110,2013-05-10,2013-11-22
110,109,2021-10-26,2022-03-28
107,106,2016-04-26,2016-09-24
109,108,2021-10-12,2022-04-22
101,105,2016-09-17,2017-01-17
109,105,2020-01-03,2020-06-13
101,103,2010-04-12,2010-08-31
108,104,2023-11-25,2024-07-22
103,109,2023-01-05,2023-07-02
102,103,2019-02-01,2019-06-30
102,104,2013-10-03,2014-03-23
107,102,2022-08-01,2022-12-11
105,104,2017-08-31,2017-12-02
106,105,2023-02-06,2023-05-28
104,105,2023-06-11,2023-10-29
104,102,2020-11-26,2021-04-26
102,105,2021-11-24,2022-04-16
101,106,2022-04-30,2022-08-19
109,101,2012-08-16,2013-02-02
108,108,2017-05-29,2017-12-10
110,102,2014-04-17,2014-10-30
102,102,2011-09-25,2012-02-17
107,101,2021-11-11,2022-04-14
109,109,2018-11-25,2019-05-09
109,103,2016-03-31,2016-10-31
106,102,2018-11-21,2019-04-17
103,101,2011-01-05,2011-05-07
101,108,2010-05-06,2010-10-18
109,103,2020-07-02,2020-11-03
102,108,2023-09-01,2024-04-05
104,108,2021-03-27,2021-07-26
104,110,2023-04-06,2023-09-25
101,104,2011-04-07,2011-08-18
105,107,2022-02-14,2022-08-11
103,108,2019-02-10,2019-08-13
107,103,2023-08-20,2024-01-11
105,107,2023-12-20,2024-05-02
102,110,2015-05-19,2015-09-07
103,103,2016-05-15,2016-12-01
107,110,2018-02-26,2018-07-21
102,109,2017-04-15,2017-10-11
107,107,2014-11-22,2015-04-19
108,104,2014-01-07,2014-05-14
104,110,2010-11-07,2011-07-08
106,104,2015-03-31,2015-09-10
108,104,2011-10-26,2012-03-21
108,104,2020-01-20,2020-05-31
101,104,2022-03-08,2022-08-23
109,103,2014-12-17,2015-06-06
106,107,2010-10-06,2011-02-28
104,110,2022-07-14,2022-11-28
103,103,2015-12-22,2016-06-02
110,107,2013-08-01,2014-02-28
103,102,2014-10-23,2015-03-01
105,103,2021-07-29,2022-01-12
104,107,2014-04-04,2014-07-21
110,109,2012-12-13,2013-06-02
107,110,2016-10-31,2017-04-08
105,109,2022-08-05,2023-03-11
110,103,2021-03-15,2021-08-21
105,101,2023-04-01,2023-08-13
106,108,2016-06-13,2016-12-12
110,103,2014-07-15,2014-12-27
101,107,2015-05-11,2015-09-12
101,108,2016-03-02,2016-06-07
102,104,2010-04-16,2010-08-23
105,110,2019-08-28,2020-02-20
105,101,2011-05-28,2011-11-06
101,107,2023-06-25,2023-10-11
101,109,2019-01-06,2019-05-19
107,105,2021-01-23,2021-06-25
106,104,2019-11-30,2020-05-07
109,110,2020-04-18,2020-10-04
102,104,2023-11-18,2024-04-24
105,102,2013-05-15,2013-10-28
104,107,2022-11-07,2023-03-19
103,109,2014-04-20,2014-09-04
106,106,2011-12-02,2012-05-19
103,107,2013-07-16,2013-10-28
107,104,2023-07-18,2024-02-22
105,110,2022-12-23,2023-07-08
107,108,2022-05-22,2022-11-18
102,107,2010-12-09,2011-06-25
107,101,2022-02-07,2022-05-10
107,105,2020-10-31,2021-04-12
106,105,2013-10-12,2014-03-16
103,107,2014-05-19,2014-11-02
109,102,2019-07-19,2020-01-03
107,105,2016-03-23,2016-09-15
102,104,2011-08-27,2012-03-15
104,103,2023-06-04,2023-12-11
110,102,2023-01-18,2023-07-01
104,103,2019-06-22,2019-11-11
108,102,2015-07-18,2015-12-18
108,108,2012-11-13,2013-04-05
103,105,2019-01-11,2019-08-01
103,110,2023-09-03,2024-04-12
101,104,2016-04-07,2016-09-18
109,109,2015-08-09,2016-01-13
107,104,2018-12-02,2019-06-26
109,108,2021-04-20,2021-09-08
104,103,2011-10-08,2012-02-22
105,104,2017-03-17,2017-07-12
106,109,2010-12-05,2011-05-12
101,104,2011-08-26,2011-12-27
105,105,2021-08-14,2021-12-22
104,107,2022-03-24,2022-08-01
107,103,2013-10-28,2014-02-18
105,109,2012-07-21,2013-01-27
101,108,2016-08-02,2016-11-30
109,105,2011-04-19,2011-09-06
104,103,2013-02-10,2013-07-04
110,101,2013-10-25,2014-03-17
104,106,2023-08-27,2024-01-25
109,108,2020-01-19,2020-05-05
110,102,2014-09-04,2015-01-07
103,103,2013-01-26,2013-08-16
108,105,2016-09-16,2017-02-09
109,103,2018-06-03,2018-10-07
102,105,2014-04-28,2014-11-20
105,106,2020-12-22,2021-05-26
105,110,2012-04-14,2012-11-03
106,107,2016-06-01,2016-11-09
105,106,2013-02-12,2013-07-07
110,110,2011-09-13,2012-02-05
109,108,2013-01-28,2013-06-07
104,106,2016-09-02,2017-03-09
109,110,2017-09-22,2018-01-15
105,110,2015-10-06,2016-02-03
106,105,2015-01-27,2015-08-01
102,108,2010-10-05,2011-03-29
109,106,2016-11-25,2017-04-13
103,104,2014-10-29,2015-04-14
109,105,2016-09-01,2017-02-13
106,102,2017-03-13,2017-09-08
102,110,2017-09-18,2018-02-24
104,106,2021-07-03,2021-11-13
110,105,2022-07-24,2023-01-12
105,107,2013-02-01,2013-05-27
107,105,2016-12-16,2017-05-21
104,109,2019-10-29,2020-03-08
105,107,2013-03-05,2013-09-09
102,105,2011-05-18,2011-10-08
103,106,2018-09-16,2019-03-19
110,107,2023-02-05,2023-08-23
107,108,2010-01-02,2010-06-11
106,104,2010-06-27,2011-03-13
109,101,2016-07-06,2016-12-17
105,104,2019-12-13,2020-05-14
105,107,2017-04-30,2017-09-13
108,103,2010-06-05,2010-12-07
109,104,2022-09-04,2023-04-04
109,107,2018-09-20,2019-03-28
108,107,2013-06-26,2013-11-15
101,103,2012-12-07,2013-06-05
102,106,2012-02-12,2012-06-19
106,110,2010-01-24,2010-06-21
101,105,2018-08-23,2019-02-06
107,105,2020-03-06,2020-08-23
105,101,2019-12-01,2020-06-24
108,106,2013-11-28,2014-06-09
105,110,2023-07-22,2024-01-23
102,101,2017-01-06,2017-05-12
101,105,2020-10-30,2021-04-06
105,104,2019-02-15,2019-08-31
109,105,2012-12-01,2013-06-08
103,103,2017-06-05,2017-10-31
106,105,2019-02-25,2019-08-06
110,101,2017-06-24,2017-10-14
103,105,2014-07-11,2014-11-29
102,109,2022-09-07,2022-12-31
103,103,2019-02-17,2019-06-15
106,102,2023-02-22,2023-08-10
107,107,2021-09-23,2022-02-14
110,108,2011-01-17,2011-08-07
108,106,2014-03-29,2014-09-02
110,109,2015-08-26,2016-02-18
106,107,2023-04-16,2023-08-27
103,108,2021-11-15,2022-04-27
108,108,2010-08-05,2011-01-09
107,102,2020-10-21,2021-01-12
109,104,2018-10-02,2019-04-27
104,101,2013-09-11,2014-02-15
107,105,2011-09-08,2012-01-24
108,104,2021-11-06,2022-05-18
101,102,2018-08-06,2019-01-01
103,101,2013-06-22,2014-01-07
107,104,2014-03-01,2014-09-23
105,104,2022-10-31,2023-05-23
106,104,2011-10-12,2012-06-16
101,108,2017-08-02,2017-12-22
109,103,2018-12-04,2019-04-20
104,106,2014-07-13,2014-12-03
108,110,2016-11-21,2017-05-01
109,103,2023-01-16,2023-06-28
102,105,2018-07-15,2018-10-31
110,105,2017-06-20,2017-11-08
108,102,2012-11-25,2013-05-04
103,107,2013-08-10,2014-02-28
103,109,2017-01-07,2017-07-17
106,109,2010-11-13,2011-05-15
105,105,2020-10-20,2021-06-03
106,104,2010-09-23,2011-02-12
103,109,2020-04-19,2020-10-28
107,108,2016-12-16,2017-05-03
110,104,2023-09-28,2024-01-24
104,108,2010-05-16,2010-09-29
109,109,2023-10-01,2024-02-23
106,103,2021-07-21,2021-12-08
106,109,2023-06-28,2023-12-11
110,108,2019-08-13,2020-01-29
110,110,2019-04-10,2019-09-16
107,108,2012-02-22,2012-06-15
104,104,2023-09-17,2024-03-14
110,109,2012-10-23,2013-03-26
110,109,2014-12-04,2015-05-24
102,109,2013-02-20,2013-07-20
107,104,2022-04-20,2022-09-17
106,108,2010-09-18,2011-03-01
106,103,2015-08-01,2016-01-22
108,103,2013-12-02,2014-06-09
110,108,2021-07-06,2021-12-02
104,104,2010-10-25,2011-04-28
101,105,2017-04-22,2017-10-08
105,106,2010-11-27,2011-05-31
110,110,2015-02-12,2015-07-20
107,109,2013-10-22,2014-03-05
103,105,2011-08-15,2011-12-23
110,109,2019-03-23,2019-08-29
110,109,2014-09-24,2015-02-17
101,107,2010-08-10,2011-01-03
104,101,2017-04-18,2017-08-15
102,107,2017-03-23,2017-08-02
108,110,2010-05-29,2010-11-22
107,109,2014-09-10,2015-03-21
109,110,2017-03-26,2017-08-22
105,108,2013-09-17,2014-02-15
107,102,2018-07-17,2018-12-12
108,108,2017-03-17,2017-07-29
102,108,2010-05-01,2010-09-08
108,110,2015-03-02,2015-07-15
107,109,2014-07-23,2015-01-12
106,101,2016-10-16,2017-02-17
102,102,2023-09-01,2024-03-08
107,109,2013-07-04,2014-01-10
108,103,2012-09-06,2013-01-13
106,107,2016-11-27,2017-05-05
102,104,2013-06-03,2013-09-29
105,106,2015-10-07,2016-02-20
110,102,2022-11-07,2023-02-15
101,108,2015-09-07,2016-02-22
105,104,2017-04-18,2017-10-26
101,101,2023-02-07,2023-07-26
107,108,2012-08-12,2012-12-27
110,107,2012-01-08,2012-06-16
107,109,2018-03-02,2018-07-26
101,105,2023-01-24,2023-08-18
107,101,2016-11-30,2017-04-03
102,104,2012-06-21,2012-11-29
109,109,2023-06-29,2023-10-15
105,105,2021-01-30,2021-08-01
108,101,2012-09-18,2013-02-28
103,106,2013-08-15,2014-02-16
110,109,2019-11-18,2020-04-24
106,106,2011-10-05,2012-02-15
106,107,2019-09-25,2020-03-17
105,101,2012-01-15,2012-06-29
104,104,2017-09-09,2018-01-21
109,101,2014-09-04,2015-03-07
106,108,2018-03-24,2018-09-19
104,109,2012-06-13,2012-11-02
105,102,2011-12-02,2012-05-08
109,107,2019-08-02,2020-03-18
101,110,2010-10-16,2011-01-22
103,108,2022-11-18,2023-06-11
102,108,2018-06-17,2018-12-21
109,101,2012-03-23,2012-09-29
108,105,2021-06-11,2021-11-20
102,106,2019-11-17,2020-04-21
108,102,2013-06-28,2014-01-03
107,102,2011-02-27,2011-08-29
106,104,2015-04-07,2015-09-06
105,107,2022-05-24,2022-09-25
107,103,2014-11-22,2015-06-11
107,101,2014-11-24,2015-05-17
104,110,2010-08-15,2010-12-31
107,104,2013-03-09,2013-08-08
109,108,2018-02-28,2018-08-29
109,101,2018-01-16,2018-06-04
103,110,2012-08-25,2013-01-19
109,110,2019-09-26,2020-02-18
110,101,2018-05-07,2018-10-16
108,108,2019-03-19,2019-07-13
102,107,2016-09-19,2017-03-17
110,109,2013-04-19,2013-10-09
109,102,2017-07-18,2017-12-13
108,101,2019-09-09,2020-02-08
105,108,2016-12-15,2017-06-10
102,104,2022-06-22,2022-11-08
104,107,2020-09-05,2021-01-01
103,109,2010-01-01,2010-07-05
105,101,2016-08-17,2016-12-31
105,105,2021-07-15,2022-01-06
107,107,2019-06-01,2019-10-29
109,104,2017-03-04,2017-07-16
102,101,2018-12-19,2019-05-25
102,106,2014-10-28,2015-04-02
103,107,2018-12-17,2019-06-05
110,109,2021-12-07,2022-05-09
110,102,2010-10-31,2011-05-15
104,110,2011-04-18,2011-10-02
106,105,2015-05-20,2015-12-02
104,109,2019-06-10,2019-11-07
102,103,2014-04-06,2014-09-28
109,104,2023-05-21,2023-09-14
108,105,2011-08-24,2012-01-21
101,106,2016-01-26,2016-07-26
109,101,2012-04-24,2012-10-24
106,102,2019-11-04,2020-05-25
110,101,2016-06-18,2016-11-12
103,101,2020-06-25,2020-12-27
107,101,2019-12-08,2020-05-03
102,102,2017-03-21,2017-09-29
101,108,2017-08-27,2017-12-15
109,105,2016-01-19,2016-07-07
104,101,2023-08-21,2024-01-16
109,107,2015-04-02,2015-10-15
102,107,2010-04-16,2010-10-09
106,101,2012-01-24,2012-06-13
103,108,2013-05-13,2013-10-01
110,102,2022-09-14,2023-03-23
105,103,2012-11-17,2013-02-28
107,103,2022-11-03,2023-03-15
108,105,2016-01-04,2016-05-25
101,109,2012-12-31,2013-05-25
110,104,2018-02-20,2018-09-10
110,110,2022-08-13,2023-02-26
106,105,2015-06-12,2016-01-09
102,110,2022-04-19,2022-08-30
108,102,2021-03-08,2021-08-10
110,110,2023-10-29,2024-02-03
110,110,2011-01-10,2011-06-21
104,110,2023-12-31,2024-06-15
108,107,2010-09-01,2010-12-18
101,108,2013-12-31,2014-06-14
106,106,2015-10-14,2016-03-05
109,106,2020-01-02,2020-07-05
106,103,2019-03-12,2019-07-21
107,109,2017-06-01,2017-10-25
106,106,2016-08-07,2017-01-19
109,109,2017-05-20,2017-10-12
106,103,2010-11-21,2011-06-15
105,106,2015-05-29,2015-11-06
105,103,2015-08-31,2015-12-28
101,103,2021-12-07,2022-05-30
106,110,2022-08-02,2022-12-21
110,107,2014-12-23,2015-03-25
108,107,2019-06-15,2019-12-02
106,110,2015-01-11,2015-07-20
105,103,2014-06-10,2014-10-29
109,108,2013-06-29,2013-12-12
107,104,2015-06-05,2015-10-22
106,108,2017-02-06,2017-07-18
107,110,2022-10-03,2023-03-18
102,107,2022-03-11,2022-08-18
103,105,2020-02-06,2020-07-16
108,108,2022-10-10,2023-03-09
106,106,2016-06-23,2016-12-23
104,108,2017-10-17,2018-03-10
110,108,2022-08-26,2023-01-26
110,105,2018-04-01,2018-08-17
106,104,2019-07-12,2020-01-19
101,105,2014-07-20,2014-11-23
108,110,2015-05-18,2015-11-04
109,103,2022-09-10,2023-02-17
110,103,2023-12-28,2024-06-30
106,108,2012-05-10,2012-10-23
104,109,2016-06-24,2016-11-11
110,104,2013-04-06,2013-09-12
107,106,2018-01-10,2018-06-02
106,105,2016-07-18,2017-01-06
104,101,2022-04-17,2022-09-16
108,102,2022-02-23,2022-07-26
103,109,2010-08-09,2011-02-13
110,106,2013-01-23,2013-05-23
107,103,2017-07-12,2018-01-29
107,104,2023-07-28,2024-01-10
106,105,2022-03-06,2022-07-02
107,106,2023-07-14,2023-12-26
102,105,2017-06-14,2018-01-03
106,107,2016-10-27,2017-03-05
107,103,2010-11-02,2011-05-11
107,107,2015-08-27,2015-12-24
101,107,2020-07-17,2020-11-12
102,104,2012-02-24,2012-09-02
104,102,2022-04-01,2022-10-03
108,109,2012-06-02,2012-10-17
104,110,2015-08-04,2016-01-06
108,109,2013-12-04,2014-05-29
110,104,2020-09-17,2021-01-28
106,109,2014-08-07,2015-01-27
106,103,2012-10-11,2013-03-25
107,107,2014-11-14,2015-06-12
102,101,2012-03-28,2012-06-30
103,109,2020-12-18,2021-06-19
103,106,2023-05-12,2023-10-21
101,101,2010-10-23,2011-02-15
107,101,2023-06-15,2023-09-16
103,109,2015-01-24,2015-07-02
102,105,2020-10-08,2021-05-01
104,109,2010-09-23,2011-02-20
107,105,2010-06-06,2010-12-07
109,110,2021-01-25,2021-06-19
107,109,2020-06-12,2020-10-26
108,106,2016-03-02,2016-07-15
110,109,2014-10-11,2015-05-09
104,102,2018-05-29,2018-11-27
109,101,2012-05-19,2012-08-22
110,108,2014-06-19,2014-10-13
101,108,2017-01-21,2017-08-03
110,101,2016-10-24,2017-04-03
103,104,2021-07-17,2021-12-20
104,107,2019-02-27,2019-07-24
102,109,2020-05-21,2020-11-02
102,105,2018-05-17,2018-09-25
108,104,2014-04-21,2014-11-10
110,106,2013-06-08,2013-11-11
105,108,2012-05-24,2012-10-23
103,105,2012-06-11,2012-11-28
110,105,2017-08-10,2017-11-20
110,109,2018-07-21,2019-01-20
106,105,2011-03-30,2011-08-23
102,108,2014-01-15,2014-07-26
105,104,2022-09-16,2023-02-28
106,104,2013-06-08,2013-12-19
107,108,2015-10-23,2016-04-13
108,102,2011-09-03,2012-02-27
107,109,2015-02-22,2015-08-05
104,105,2013-08-19,2014-02-09
103,109,2021-08-26,2022-02-22
110,102,2023-04-18,2023-10-05
106,105,2014-09-05,2015-03-23
102,110,2014-01-27,2014-07-18
107,104,2012-08-14,2013-01-09
104,109,2018-01-25,2018-05-28
103,107,2016-10-10,2017-03-18
110,108,2016-01-09,2016-05-01
103,102,2014-09-02,2015-02-15
103,105,2015-06-06,2015-11-27
103,108,2020-03-10,2020-07-28
110,105,2021-01-17,2021-06-29
107,110,2010-03-18,2010-08-31
108,101,2021-01-08,2021-07-01
106,104,2011-11-11,2012-02-06
107,102,2022-12-21,2023-07-19
110,108,2013-07-11,2013-11-16
107,102,2016-09-25,2017-01-24
106,101,2019-02-27,2019-09-02
103,105,2010-08-11,2011-01-29
102,105,2012-06-27,2012-11-27
107,109,2016-01-15,2016-04-26
103,108,2012-07-26,2012-12-31
102,104,2022-03-21,2022-09-30
106,110,2018-11-24,2019-04-23
106,103,2016-08-19,2017-02-21
105,102,2012-02-19,2012-07-24
109,103,2019-09-27,2020-03-07
103,110,2017-10-20,2018-02-17
101,109,2020-03-20,2020-08-25
102,103,2018-09-11,2019-04-24
110,104,2013-11-16,2014-04-16
106,102,2017-06-08,2017-10-28
101,108,2016-03-01,2016-08-15
101,103,2011-08-11,2012-01-07
108,101,2022-02-20,2022-08-22
109,110,2020-06-28,2020-11-30
105,107,2022-10-12,2023-04-22
106,110,2020-07-03,2020-10-26
110,103,2010-10-07,2011-03-28
108,101,2017-11-09,2018-05-09
101,105,2010-01-06,2010-06-27
110,107,2012-01-19,2012-07-02
109,102,2011-07-17,2012-01-30
102,105,2020-03-11,2020-09-14
103,104,2017-03-12,2017-07-26
106,104,2016-10-21,2017-03-17
108,107,2020-10-16,2021-03-19
105,103,2017-06-10,2017-11-21
104,103,2017-08-14,2018-01-14
102,105,2018-01-31,2018-08-10
107,108,2019-12-17,2020-05-12
101,107,2023-06-07,2023-12-05
106,107,2023-04-11,2023-09-23
105,106,2014-06-23,2014-11-19
102,101,2018-03-04,2018-07-01
102,107,2020-09-22,2021-03-22
102,109,2020-02-17,2020-06-21
110,109,2017-03-17,2017-09-03
104,102,2018-09-29,2019-04-28
108,101,2022-08-27,2023-01-27
101,105,2010-12-15,2011-05-26
105,101,2018-02-05,2018-07-14
108,101,2022-02-06,2022-07-24
104,106,2016-08-15,2017-02-22
101,106,2013-09-15,2014-02-18
105,110,2015-08-29,2016-01-07
110,107,2021-12-14,2022-06-11
106,108,2018-09-04,2019-02-01
101,110,2023-06-07,2023-11-12
104,103,2014-03-01,2014-07-15
104,107,2020-07-19,2020-12-08
107,110,2018-10-04,2019-04-20
102,107,2018-01-12,2018-06-24
108,102,2019-07-14,2020-01-25
107,102,2015-01-01,2015-07-17
110,108,2019-06-16,2019-11-11
105,105,2014-08-09,2014-10-12
101,108,2018-03-19,2018-09-05
107,105,2015-07-06,2016-02-14
103,107,2022-02-25,2022-09-04
101,109,2023-03-27,2023-10-04
107,105,2020-06-16,2020-11-20
106,107,2016-10-31,2017-03-14
104,105,2013-03-01,2013-07-29
105,107,2018-04-21,2018-10-11
107,106,2017-12-04,2018-07-04
108,105,2014-03-28,2014-09-21
104,106,2012-08-18,2013-01-03
110,105,2012-03-30,2012-08-11
102,101,2011-12-11,2012-03-28
104,105,2014-01-27,2014-07-28
105,109,2015-02-10,2015-07-03
109,105,2013-02-19,2013-07-15
102,105,2016-12-24,2017-05-31
102,108,2022-10-19,2023-04-17
101,109,2012-03-10,2012-08-27
108,101,2022-11-29,2023-05-20
106,106,2021-08-16,2022-03-21
106,107,2016-09-08,2017-03-28
106,103,2020-03-23,2020-08-23
104,105,2019-06-01,2019-10-31
104,106,2022-11-16,2023-04-13
106,105,2016-11-15,2017-03-16
101,106,2012-05-30,2012-10-25
105,102,2020-05-04,2020-10-03
105,102,2021-02-20,2021-08-12
103,105,2011-05-07,2011-09-12
102,108,2013-11-29,2014-05-31
105,105,2013-11-14,2014-04-26
108,101,2012-06-27,2013-01-02
105,107,2019-10-29,2020-02-09
107,107,2020-11-30,2021-05-19
108,107,2023-06-10,2023-10-21
102,110,2017-08-01,2017-12-26
102,105,2023-09-15,2024-02-28
104,106,2023-08-03,2024-01-19
103,103,2018-09-24,2019-02-10
105,109,2016-01-19,2016-06-09
108,104,2013-08-21,2014-01-30
103,102,2013-11-18,2014-05-31
103,101,2020-12-26,2021-06-25
103,108,2016-06-20,2016-11-05
103,106,2013-06-21,2013-11-14
106,109,2016-07-18,2016-12-25
107,110,2017-11-26,2018-06-01
101,101,2020-06-03,2020-10-09
104,106,2020-05-26,2020-11-13
106,107,2022-07-15,2022-12-28
103,107,2020-01-24,2020-06-27
101,105,2017-02-15,2017-09-04
104,107,2019-11-16,2020-04-17
102,104,2016-02-07,2016-06-21
104,109,2011-11-16,2012-04-23
104,104,2017-11-28,2018-04-27
101,110,2012-10-18,2013-05-27
106,102,2010-07-02,2011-01-09
106,107,2010-08-18,2011-01-17
108,110,2020-05-02,2020-10-10
107,110,2011-11-09,2012-03-23
108,104,2012-11-27,2013-06-23
105,103,2013-08-28,2014-01-18
103,105,2017-10-27,2018-03-03
105,102,2015-07-10,2015-12-07
109,105,2018-01-30,2018-07-27
103,110,2010-05-10,2010-11-16
103,108,2023-12-08,2024-03-01
106,101,2018-01-29,2018-07-14
109,107,2019-07-19,2019-12-07
105,102,2021-04-10,2021-08-15
101,106,2013-02-09,2013-06-27
105,109,2018-05-25,2018-09-17
107,101,2010-02-04,2010-07-04
109,110,2012-10-13,2013-03-22
102,104,2017-12-07,2018-06-07
105,105,2022-10-23,2023-05-03
103,107,2023-12-24,2024-07-21
102,104,2010-11-14,2011-04-19
102,103,2017-11-11,2018-03-17
110,102,2016-12-03,2017-05-21
105,102,2019-03-04,2019-06-17
108,103,2019-03-28,2019-08-14
107,107,2014-01-02,2014-04-27
101,108,2016-12-08,2017-06-29
103,107,2011-02-13,2011-08-28
108,109,2017-01-29,2017-08-06
110,110,2010-05-23,2010-11-20
108,102,2014-07-27,2014-12-14
108,103,2023-09-22,2024-02-18
103,105,2023-10-27,2024-04-06
101,105,2012-06-10,2012-10-26
101,104,2022-11-22,2023-06-06
104,108,2021-03-24,2021-10-12
107,107,2012-06-27,2012-12-13
110,106,2012-06-04,2012-10-01
101,102,2019-07-13,2020-01-28
107,102,2010-01-04,2010-07-29
101,108,2016-06-17,2016-11-08
101,110,2015-02-11,2015-06-29
108,104,2010-03-11,2010-07-18
107,109,2013-01-19,2013-07-06
105,102,2013-02-03,2013-08-29
105,103,2010-10-09,2011-03-16
103,109,2020-07-10,2020-12-12
104,105,2017-04-20,2017-10-29
107,109,2016-06-22,2016-12-20
101,106,2012-03-19,2012-08-30
108,109,2020-10-30,2021-05-25
110,107,2013-09-01,2014-01-28
108,103,2020-01-14,2020-06-11
107,110,2017-07-03,2017-11-28
102,104,2012-03-17,2012-08-05
102,101,2017-03-20,2017-09-12
103,110,2023-04-30,2023-08-30
105,108,2011-10-24,2012-04-30
103,107,2011-12-04,2012-05-04
110,104,2019-03-04,2019-07-03
102,110,2011-09-19,2012-02-09
105,106,2021-01-07,2021-05-23
104,106,2017-06-22,2017-12-16
104,107,2017-12-26,2018-06-04
109,102,2012-07-09,2013-01-18
102,104,2023-11-19,2024-06-29
108,105,2017-10-06,2018-05-10
108,109,2012-07-17,2012-12-27
109,102,2019-01-04,2019-06-12
108,108,2015-03-23,2015-07-23
110,110,2018-11-19,2019-05-18
101,105,2017-02-02,2017-07-03
110,108,2013-10-18,2014-03-10
103,107,2021-09-21,2022-02-06
102,102,2010-02-17,2010-09-07
101,106,2021-01-25,2021-05-28
104,110,2018-10-25,2019-02-11
108,110,2017-03-18,2017-08-22
101,106,2023-01-23,2023-06-13
107,109,2014-06-29,2014-12-12
105,105,2010-10-22,2011-03-31
110,108,2019-04-07,2019-09-11
103,110,2019-10-13,2020-02-24
103,104,2023-09-20,2024-03-03
108,102,2018-05-29,2018-10-31
110,107,2011-11-13,2012-05-24
103,110,2013-05-07,2013-11-17
104,110,2021-01-11,2021-06-21
102,110,2011-11-02,2012-04-01
110,110,2011-12-07,2012-04-16
102,105,2020-04-30,2020-10-11
105,108,2011-08-07,2011-12-21
